Country,Observation_Year,CovidPeriod,Online_Learning_Users (%),Average_Screen_Time (Hours),DeviceUsage(%),Preferred_Learning_Platform
South Korea,2023,After,56,4.7,60-30-10,Tencent Classroom
UK,2019,Before,14,0.7,60-30-10,LinkedIn Learning
France,2018,Before,65,2.4,60-30-10,Alura
China,2018,Before,78,3.3,60-30-10,Unacademy
UK,2020,During,59,4.3,60-30-10,FutureLearn
Russia,2019,Before,37,1.0,60-30-10,FutureLearn
South Korea,2019,Before,75,2.7,60-30-10,OpenLearning
Italy,2021,During,66,4.1,60-30-10,Unacademy
Japan,2021,During,63,2.3,60-30-10,Tencent Classroom
Japan,2019,Before,54,3.1,60-30-10,Tencent Classroom
China,2024,After,84,1.9,60-30-10,LinkedIn Learning
Japan,2024,After,56,3.5,60-30-10,OpenLearning
Germany,2018,Before,44,1.1,60-30-10,Coursera
Italy,2017,Before,46,2.0,60-30-10,LinkedIn Learning
South Korea,2023,After,64,3.7,60-30-10,Unacademy
France,2018,Before,73,4.8,60-30-10,FutureLearn
Brazil,2020,During,83,1.1,60-30-10,Coursera
China,2018,Before,29,2.1,60-30-10,OpenLearning
Germany,2018,Before,49,5.2,60-30-10,FutureLearn
South Africa,2017,Before,38,1.9,60-30-10,Tencent Classroom
France,2021,During,44,5.4,60-30-10,Tencent Classroom
Mexico,2024,After,53,2.7,60-30-10,Tencent Classroom
Germany,2017,Before,46,3.4,60-30-10,Udemy
Germany,2020,During,55,2.1,60-30-10,Unacademy
China,2024,After,23,3.4,60-30-10,LinkedIn Learning
Italy,2019,Before,84,4.3,60-30-10,Alura
Mexico,2019,Before,30,5.0,60-30-10,Skillshare
Mexico,2024,After,28,0.9,60-30-10,OpenLearning
Mexico,2024,After,85,1.5,60-30-10,Tencent Classroom
China,2017,Before,30,1.7,60-30-10,LinkedIn Learning
Brazil,2019,Before,18,4.8,60-30-10,Unacademy
UK,2018,Before,59,2.8,60-30-10,Alura
Italy,2024,After,65,3.6,60-30-10,LinkedIn Learning
South Africa,2023,After,31,2.7,60-30-10,LinkedIn Learning
Australia,2021,During,30,3.4,60-30-10,Skillshare
South Africa,2023,After,33,5.0,60-30-10,Alura
South Korea,2022,After,84,4.8,60-30-10,LinkedIn Learning
Brazil,2021,During,81,4.7,60-30-10,Udemy
China,2019,Before,59,3.6,60-30-10,Tencent Classroom
France,2018,Before,,2.4,60-30-10,Coursera
France,2021,During,30,1.3,60-30-10,Alura
Mexico,2018,Before,75,2.8,60-30-10,OpenLearning
China,2017,Before,69,1.0,60-30-10,OpenLearning
Japan,2019,Before,24,0.7,60-30-10,LinkedIn Learning
South Africa,2020,During,81,1.5,60-30-10,Alura
Brazil,2018,Before,34,2.4,60-30-10,FutureLearn
Australia,2019,Before,47,4.8,60-30-10,Skillshare
France,2022,After,90,0.7,60-30-10,Alura
Brazil,2019,Before,85,3.0,60-30-10,OpenLearning
China,2024,After,77,1.8,60-30-10,Udemy
Russia,2024,After,79,4.6,60-30-10,OpenLearning
South Korea,2017,Before,36,4.3,60-30-10,FutureLearn
Australia,2020,During,33,0.7,60-30-10,Skillshare
Germany,2019,Before,84,4.1,,Alura
UK,2021,During,18,0.8,60-30-10,FutureLearn
Italy,2019,Before,74,2.5,60-30-10,Alura
Russia,2023,After,31,4.7,60-30-10,Udemy
France,2021,During,57,5.4,60-30-10,Tencent Classroom
Germany,2022,After,31,3.0,60-30-10,Tencent Classroom
Australia,2021,During,46,1.9,60-30-10,OpenLearning
Italy,2019,Before,40,3.1,60-30-10,Alura
Mexico,2023,After,26,4.7,60-30-10,Udemy
Mexico,2017,Before,16,0.9,60-30-10,Skillshare
UK,2018,Before,16,N/A,60-30-10,Alura
Japan,2023,After,89,4.0,60-30-10,FutureLearn
Japan,2022,After,83,4.9,60-30-10,OpenLearning
Australia,2024,After,23,2.4,60-30-10,Coursera
France,2021,During,57,3.0,60-30-10,Tencent Classroom
Australia,2023,After,66,2.1,,LinkedIn Learning
Japan,2023,After,25,2.5,60-30-10,Udemy
Mexico,2017,Before,19,0.6,60-30-10,FutureLearn
Russia,2020,During,39,1.3,60-30-10,Tencent Classroom
Italy,2022,After,37,0.5,60-30-10,Coursera
UK,2017,Before,58,1.0,60-30-10,FutureLearn
Germany,2023,After,41,5.2,60-30-10,Alura
South Korea,2022,After,49,3.3,60-30-10,Coursera
Mexico,2024,After,81,0.9,60-30-10,OpenLearning
UK,2019,Before,21,1.9,60-30-10,Coursera
Japan,2024,After,15,2.4,60-30-10,LinkedIn Learning
South Africa,2024,After,57,4.6,60-30-10,OpenLearning
Japan,2017,Before,49,4.8,60-30-10,Tencent Classroom
Japan,2020,During,61,2.0,60-30-10,Unacademy
UK,2022,After,24,4.4,60-30-10,Skillshare
Russia,2019,Before,38,4.0,50-40-10,FutureLearn
UK,2021,During,47,2.2,60-30-10,Udemy
South Africa,2020,During,47,1.1,60-30-10,LinkedIn Learning
Japan,2020,During,75,1.7,60-30-10,Coursera
Mexico,2021,During,61,4.8,60-30-10,Udemy
Germany,2017,Before,90,4.4,60-30-10,Udemy
France,2018,Before,25,5.3,60-30-10,Tencent Classroom
UK,2017,Before,76,3.6,60-30-10,Coursera
France,2020,During,N/A,2.3,60-30-10,Coursera
Australia,2019,Before,31,1.8,60-30-10,Alura
UK,2024,After,45,2.2,60-30-10,Udemy
Japan,2022,After,84,5.4,60-30-10,Unacademy
Italy,2018,Before,37,1.7,60-30-10,LinkedIn Learning
South Africa,2019,Before,16,2.2,60-30-10,Coursera
France,2017,Before,48,4.7,60-30-10,Udemy
Russia,2024,After,71,3.3,60-30-10,Udemy
France,2021,During,10,3.0,60-30-10,OpenLearning
Japan,2020,During,69,3.6,60-30-10,OpenLearning
South Africa,2017,Before,29,3.4,60-30-10,Unacademy
France,2017,Before,53,0.7,60-30-10,Tencent Classroom
Mexico,2020,During,41,4.7,60-30-10,Tencent Classroom
Mexico,2018,Before,51,1.2,60-30-10,Alura
China,2023,After,53,4.3,60-30-10,Skillshare
France,2022,After,57,3.4,60-30-10,OpenLearning
China,2020,During,80,4.5,40-50-10,Alura
South Korea,2018,Before,76,4.9,60-30-10,Unacademy
Germany,2024,After,63,3.2,60-30-10,OpenLearning
France,2018,Before,47,3.5,60-30-10,Skillshare
South Africa,2018,Before,86,4.6,N/A,OpenLearning
Germany,2017,Before,65,2.1,60-30-10,OpenLearning
South Korea,2019,Before,74,1.4,60-30-10,Skillshare
Germany,2020,During,47,1.1,60-30-10,Unacademy
Brazil,2024,After,11,2.9,60-30-10,Coursera
Japan,2017,Before,75,3.6,60-30-10,Udemy
Japan,2022,After,36,4.0,60-30-10,Tencent Classroom
Russia,2023,After,90,0.9,40-50-10,Udemy
Mexico,2019,Before,50,5.0,60-30-10,Udemy
Mexico,2018,Before,12,4.3,60-30-10,Unacademy
South Korea,2018,Before,78,4.8,60-30-10,Alura
Japan,2024,After,48,5.2,60-30-10,Udemy
China,2023,After,17,0.6,60-30-10,Skillshare
Japan,2020,During,32,2.4,60-30-10,Tencent Classroom
South Africa,2020,During,33,2.6,60-30-10,Tencent Classroom
Russia,2017,Before,78,0.8,60-30-10,Alura
Italy,2017,Before,44,5.5,60-30-10,LinkedIn Learning
UK,2024,After,56,2.0,60-30-10,Skillshare
Mexico,2018,Before,22,0.5,60-30-10,Skillshare
Italy,2022,After,11,1.3,60-30-10,OpenLearning
UK,2020,During,44,1.4,60-30-10,Skillshare
UK,2021,During,78,3.4,60-30-10,Udemy
Japan,2023,After,26,1.4,60-30-10,Coursera
France,2021,During,11,2.5,60-30-10,LinkedIn Learning
Russia,2018,Before,21,3.1,60-30-10,Udemy
UK,2017,Before,77,3.4,60-30-10,Skillshare
Russia,2024,After,39,5.0,60-30-10,Tencent Classroom
South Africa,2019,Before,36,3.0,60-30-10,Alura
Russia,2021,During,44,2.7,60-30-10,Skillshare
France,2017,Before,90,1.7,60-30-10,LinkedIn Learning
South Korea,2019,Before,75,4.0,60-30-10,Unacademy
UK,2018,Before,59,3.6,60-30-10,Unacademy
South Korea,2021,During,43,3.3,60-30-10,Coursera
Australia,2018,Before,50,2.8,60-30-10,Tencent Classroom
China,2024,After,89,5.2,60-30-10,OpenLearning
China,2019,Before,50,3.3,60-30-10,Tencent Classroom
Mexico,2018,Before,N/A,1.2,60-30-10,Skillshare
Australia,2018,Before,89,1.6,60-30-10,Skillshare
China,2018,Before,87,3.7,60-30-10,Tencent Classroom
Japan,2023,After,82,4.6,60-30-10,Alura
UK,2023,After,74,5.2,60-30-10,Unacademy
Mexico,2020,During,52,1.6,60-30-10,Udemy
China,2019,Before,53,0.6,60-30-10,Unacademy
Russia,2019,Before,82,1.4,60-30-10,LinkedIn Learning
Italy,2018,Before,59,0.7,60-30-10,FutureLearn
Russia,2017,Before,50,1.4,60-30-10,Coursera
UK,2023,After,76,5.1,60-30-10,LinkedIn Learning
South Africa,2023,After,40,4.0,60-30-10,Unacademy
Australia,2023,After,11,3.3,60-30-10,Tencent Classroom
Brazil,2017,Before,59,0.7,60-30-10,LinkedIn Learning
France,2018,Before,63,4.5,60-30-10,Udemy
Japan,2020,During,13,2.4,60-30-10,OpenLearning
South Africa,2020,During,72,1.9,60-30-10,Unacademy
Mexico,2023,After,53,2.4,60-30-10,Skillshare
France,2018,Before,11,5.4,60-30-10,Unacademy
Japan,2021,During,77,4.1,60-30-10,Unacademy
South Korea,2017,Before,63,2.9,60-30-10,Udemy
Germany,2020,During,54,3.4,40-50-10,Unacademy
Mexico,2023,After,32,3.5,60-30-10,Coursera
France,2022,After,87,4.7,60-30-10,LinkedIn Learning
South Africa,2018,Before,24,1.9,60-30-10,OpenLearning
South Korea,2021,During,58,3.6,60-30-10,Tencent Classroom
Brazil,2018,Before,N/A,2.3,60-30-10,OpenLearning
South Africa,2022,After,27,0.8,60-30-10,Coursera
Japan,2023,After,46,0.8,60-30-10,OpenLearning
Japan,2023,After,46,5.2,60-30-10,Unacademy
Russia,2017,Before,13,1.6,60-30-10,Alura
Germany,2018,Before,11,2.1,60-30-10,Udemy
South Africa,2019,Before,20,2.5,60-30-10,Unacademy
Australia,2024,After,48,3.6,60-30-10,Unacademy
Australia,2023,After,21,2.3,60-30-10,OpenLearning
Italy,2024,After,90,1.0,60-30-10,Skillshare
Japan,2019,Before,70,2.1,60-30-10,Alura
Germany,2017,Before,13,4.2,60-30-10,Alura
UK,2022,After,39,4.0,60-30-10,Tencent Classroom
Japan,2021,During,81,4.9,60-30-10,Udemy
Australia,2021,During,33,1.2,60-30-10,Unacademy
China,2019,Before,45,3.4,60-30-10,FutureLearn
Brazil,2017,Before,,1.5,N/A,OpenLearning
Brazil,2024,After,18,3.6,60-30-10,Unacademy
South Korea,2024,After,47,1.0,60-30-10,Udemy
Mexico,2018,Before,42,4.4,60-30-10,OpenLearning
Australia,2023,After,75,4.1,60-30-10,LinkedIn Learning
Brazil,2022,After,71,0.7,60-30-10,FutureLearn
France,2017,Before,30,1.1,60-30-10,Tencent Classroom
China,2017,Before,39,3.1,60-30-10,Udemy
UK,2017,Before,81,4.8,60-30-10,Udemy
Australia,2024,After,39,3.4,60-30-10,N/A
Brazil,2024,After,77,2.1,60-30-10,Udemy
China,2023,After,62,4.4,N/A,Alura
Australia,2019,Before,41,1.3,60-30-10,FutureLearn
China,2020,During,40,0.9,60-30-10,Unacademy
Italy,2020,During,39,3.4,60-30-10,Tencent Classroom
South Africa,2023,After,78,4.6,60-30-10,FutureLearn
France,2024,After,63,1.1,60-30-10,Skillshare
Japan,2018,Before,84,3.1,60-30-10,OpenLearning
South Korea,2018,Before,75,3.2,60-30-10,LinkedIn Learning
Russia,2023,After,39,1.8,60-30-10,Udemy
Germany,2024,After,41,1.2,60-30-10,Tencent Classroom
France,2017,Before,10,1.7,60-30-10,Unacademy
Japan,2020,During,51,0.9,60-30-10,FutureLearn
Russia,2024,After,63,3.1,60-30-10,OpenLearning
Brazil,2020,During,24,2.5,60-30-10,Tencent Classroom
Brazil,2024,After,88,2.6,60-30-10,Skillshare
Russia,2024,After,82,1.5,60-30-10,Alura
South Korea,2019,Before,10,0.5,60-30-10,Coursera
Mexico,2017,Before,34,2.5,60-30-10,Coursera
South Korea,2018,Before,57,5.3,60-30-10,LinkedIn Learning
UK,2019,Before,17,0.8,60-30-10,Coursera
France,2018,Before,13,3.4,60-30-10,Alura
South Africa,2017,Before,55,0.6,60-30-10,Udemy
Brazil,2018,Before,23,2.8,60-30-10,Unacademy
Italy,2018,Before,42,3.7,60-30-10,Unacademy
Germany,2020,During,59,0.9,60-30-10,Udemy
Japan,2018,Before,19,1.3,60-30-10,Udemy
Russia,2024,After,62,2.6,60-30-10,Tencent Classroom
South Africa,2017,Before,21,4.3,60-30-10,Udemy
Russia,2024,After,51,4.2,60-30-10,
Russia,2024,After,73,3.3,60-30-10,OpenLearning
Brazil,2024,After,35,5.2,60-30-10,LinkedIn Learning
South Korea,2020,During,56,1.5,60-30-10,Unacademy
China,2020,During,29,0.8,40-50-10,Coursera
Japan,2022,After,26,2.5,60-30-10,Tencent Classroom
Mexico,2021,During,57,4.2,50-40-10,Unacademy
South Korea,2017,Before,27,4.7,60-30-10,Coursera
China,2019,Before,28,3.4,60-30-10,Alura
Brazil,2024,After,42,2.5,60-30-10,FutureLearn
Australia,2024,After,81,2.2,60-30-10,OpenLearning
China,2022,After,39,1.4,60-30-10,OpenLearning
Japan,2019,Before,22,4.5,60-30-10,Alura
Australia,2024,After,81,1.5,60-30-10,Unacademy
Brazil,2020,During,67,2.5,60-30-10,Coursera
China,2023,After,14,1.4,60-30-10,Tencent Classroom
China,2023,After,85,4.8,60-30-10,OpenLearning
Japan,2024,After,50,4.5,60-30-10,Tencent Classroom
Mexico,2020,During,14,5.1,60-30-10,Skillshare
Japan,2019,Before,53,4.3,60-30-10,Alura
UK,2021,During,31,4.8,60-30-10,OpenLearning
UK,2019,Before,24,2.2,60-30-10,Unacademy
Russia,2018,Before,82,3.3,60-30-10,OpenLearning
Australia,2017,Before,70,2.2,60-30-10,Coursera
South Korea,2020,During,84,4.9,60-30-10,Alura
Italy,2018,Before,61,4.0,60-30-10,Unacademy
South Korea,2017,Before,32,2.4,60-30-10,LinkedIn Learning
Italy,2022,After,50,1.0,N/A,Coursera
France,2017,Before,37,1.1,60-30-10,OpenLearning
South Korea,2021,During,29,1.6,60-30-10,Coursera
Brazil,2018,Before,12,3.8,60-30-10,Alura
China,2022,After,65,4.0,60-30-10,Unacademy
Italy,2021,During,10,2.3,60-30-10,Unacademy
South Korea,2018,Before,76,1.4,60-30-10,Udemy
Russia,2022,After,11,2.8,60-30-10,Udemy
UK,2024,After,71,4.9,60-30-10,Tencent Classroom
Brazil,2024,After,33,5.5,60-30-10,OpenLearning
Japan,2022,After,42,3.1,60-30-10,Coursera
France,2023,After,85,4.5,N/A,FutureLearn
Australia,2017,Before,65,3.8,60-30-10,Tencent Classroom
Italy,2017,Before,64,4.4,60-30-10,Skillshare
Italy,2018,Before,37,0.5,60-30-10,N/A
Italy,2023,After,44,3.5,60-30-10,OpenLearning
Brazil,2021,During,85,4.9,60-30-10,LinkedIn Learning
Brazil,2024,After,45,1.6,60-30-10,Skillshare
South Africa,2020,During,81,1.3,60-30-10,Coursera
Brazil,2018,Before,64,3.8,60-30-10,Udemy
Japan,2021,During,39,1.4,60-30-10,Skillshare
UK,2021,During,57,2.4,60-30-10,Coursera
Japan,2017,Before,51,0.6,60-30-10,OpenLearning
France,2021,During,55,4.5,60-30-10,Skillshare
South Africa,2020,During,31,4.4,60-30-10,Coursera
South Korea,2020,During,50,1.6,60-30-10,Tencent Classroom
France,2024,After,50,2.6,60-30-10,LinkedIn Learning
Australia,2022,After,54,0.6,60-30-10,FutureLearn
UK,2017,Before,54,4.0,60-30-10,FutureLearn
Brazil,2021,During,81,4.8,40-50-10,OpenLearning
Germany,2021,During,58,3.2,60-30-10,Alura
Mexico,2021,During,65,1.0,60-30-10,LinkedIn Learning
France,2023,After,31,5.0,60-30-10,Tencent Classroom
China,2019,Before,52,3.5,60-30-10,OpenLearning
Germany,2017,Before,21,1.0,60-30-10,Unacademy
Italy,2017,Before,69,4.8,60-30-10,Tencent Classroom
China,2023,After,16,2.7,60-30-10,Alura
South Korea,2021,During,55,0.9,60-30-10,Tencent Classroom
Brazil,2019,Before,86,N/A,60-30-10,Udemy
Germany,2019,Before,16,3.2,60-30-10,Unacademy
Russia,2024,After,87,4.5,60-30-10,OpenLearning
Japan,2024,After,28,3.0,60-30-10,FutureLearn
UK,2017,Before,77,4.5,60-30-10,Udemy
Australia,2019,Before,63,4.1,60-30-10,Alura
China,2017,Before,68,0.6,60-30-10,Unacademy
Italy,2017,Before,48,2.9,60-30-10,Udemy
Brazil,2019,Before,59,2.9,60-30-10,Skillshare
Brazil,2020,During,43,1.2,60-30-10,LinkedIn Learning
Mexico,2021,During,19,3.0,60-30-10,Unacademy
Japan,2021,During,27,5.4,60-30-10,Udemy
Japan,2021,During,88,5.1,60-30-10,Unacademy
Mexico,2019,Before,41,3.0,60-30-10,Unacademy
South Africa,2020,During,16,3.5,60-30-10,Skillshare
Russia,2024,After,71,2.3,60-30-10,Tencent Classroom
Italy,2018,Before,56,0.8,60-30-10,Skillshare
Germany,2024,After,43,5.0,60-30-10,Udemy
Australia,2024,After,78,3.4,60-30-10,LinkedIn Learning
Australia,2024,After,49,2.2,60-30-10,Unacademy
Australia,2023,After,27,4.9,60-30-10,Udemy
Italy,2022,After,31,2.2,60-30-10,Unacademy
China,2018,Before,80,2.4,60-30-10,OpenLearning
Australia,2021,During,60,2.0,60-30-10,Skillshare
Italy,2019,Before,34,4.6,60-30-10,Udemy
Japan,2024,After,87,0.5,60-30-10,LinkedIn Learning
Brazil,2022,After,24,2.6,60-30-10,Coursera
Japan,2024,After,44,0.6,60-30-10,Coursera
Mexico,2020,During,54,4.9,60-30-10,LinkedIn Learning
Germany,2019,Before,50,4.5,60-30-10,Tencent Classroom
South Africa,2019,Before,17,2.9,60-30-10,FutureLearn
Germany,2020,During,48,3.5,60-30-10,Udemy
Brazil,2021,During,66,2.1,60-30-10,Unacademy
China,2023,After,61,3.2,60-30-10,OpenLearning
Japan,2018,Before,57,0.5,60-30-10,OpenLearning
China,2024,After,15,3.2,60-30-10,Unacademy
China,2017,Before,53,3.2,60-30-10,LinkedIn Learning
Brazil,2019,Before,84,1.6,60-30-10,Udemy
Russia,2023,After,70,5.4,60-30-10,LinkedIn Learning
Russia,2021,During,26,3.4,60-30-10,Tencent Classroom
Mexico,2021,During,13,4.2,60-30-10,OpenLearning
South Africa,2023,After,62,,60-30-10,Alura
Italy,2017,Before,39,0.5,60-30-10,Udemy
Germany,2018,Before,53,2.6,60-30-10,Alura
South Africa,2018,Before,47,1.1,60-30-10,Unacademy
Mexico,2017,Before,50,2.6,60-30-10,FutureLearn
China,2018,Before,37,3.2,60-30-10,OpenLearning
South Korea,2023,After,57,1.1,60-30-10,Tencent Classroom
France,2020,During,21,3.1,60-30-10,Coursera
Brazil,2021,During,44,5.4,60-30-10,LinkedIn Learning
Australia,2019,Before,36,4.2,60-30-10,Unacademy
Japan,2022,After,23,3.8,60-30-10,FutureLearn
Germany,2022,After,21,3.9,60-30-10,Alura
Russia,2018,Before,10,5.4,60-30-10,Udemy
Russia,2023,After,66,4.6,60-30-10,Coursera
Australia,2019,Before,38,2.1,60-30-10,OpenLearning
South Korea,2021,During,40,2.7,60-30-10,Skillshare
France,2021,During,57,2.0,60-30-10,LinkedIn Learning
Brazil,2019,Before,85,0.8,60-30-10,LinkedIn Learning
China,2019,Before,60,4.2,60-30-10,Alura
Russia,2021,During,59,1.6,60-30-10,Udemy
UK,2021,During,54,4.9,60-30-10,Alura
Mexico,2021,During,46,1.9,60-30-10,FutureLearn
South Korea,2017,Before,78,1.5,60-30-10,LinkedIn Learning
UK,2024,After,40,0.8,60-30-10,LinkedIn Learning
Russia,2023,After,33,1.4,60-30-10,Udemy
Japan,2017,Before,79,1.4,60-30-10,FutureLearn
Brazil,2020,During,26,2.5,60-30-10,OpenLearning
South Korea,2017,Before,64,1.7,60-30-10,Alura
Russia,2019,Before,88,0.8,60-30-10,Skillshare
Mexico,2024,After,34,2.2,60-30-10,OpenLearning
Italy,2020,During,65,1.0,60-30-10,OpenLearning
Russia,2017,Before,62,4.9,60-30-10,FutureLearn
Germany,2023,After,85,3.3,60-30-10,OpenLearning
China,2017,Before,31,1.2,60-30-10,Skillshare
Japan,2022,After,51,5.3,60-30-10,Udemy
Italy,2022,After,27,4.8,60-30-10,Skillshare
UK,2017,Before,16,3.4,60-30-10,LinkedIn Learning
UK,2022,After,61,0.6,60-30-10,N/A
Brazil,2017,Before,26,2.2,60-30-10,Alura
China,2021,During,11,3.4,60-30-10,Unacademy
UK,2018,Before,49,4.2,60-30-10,
Germany,2020,During,74,0.6,60-30-10,Alura
Japan,2021,During,63,2.4,60-30-10,FutureLearn
Germany,2017,Before,18,1.2,60-30-10,Unacademy
Germany,2023,After,42,0.9,60-30-10,Skillshare
Russia,2020,During,83,2.6,60-30-10,Tencent Classroom
UK,2024,After,16,2.7,60-30-10,OpenLearning
France,2020,During,87,3.4,60-30-10,Udemy
Germany,2020,During,52,3.3,60-30-10,Udemy
Brazil,2021,During,48,3.9,60-30-10,LinkedIn Learning
South Africa,2019,Before,43,3.6,60-30-10,Unacademy
Italy,2023,After,31,3.8,60-30-10,Coursera
Mexico,2019,Before,79,1.9,60-30-10,Coursera
UK,2018,Before,29,1.5,60-30-10,Udemy
South Korea,2017,Before,43,1.5,60-30-10,Tencent Classroom
France,2019,Before,10,2.3,60-30-10,Udemy
Germany,2022,After,89,1.5,60-30-10,OpenLearning
South Korea,2017,Before,15,5.0,60-30-10,LinkedIn Learning
Mexico,2024,After,86,0.6,60-30-10,
China,2019,Before,38,3.5,60-30-10,Skillshare
Germany,2017,Before,23,1.4,60-30-10,Tencent Classroom
Russia,2018,Before,39,1.1,60-30-10,Coursera
Mexico,2017,Before,20,4.3,60-30-10,Skillshare
Japan,2022,After,67,0.5,60-30-10,LinkedIn Learning
Brazil,2018,Before,N/A,3.7,60-30-10,FutureLearn
Russia,2018,Before,64,4.8,60-30-10,Coursera
China,2023,After,,3.4,60-30-10,Skillshare
Italy,2018,Before,42,2.2,60-30-10,Udemy
Japan,2019,Before,81,1.3,60-30-10,LinkedIn Learning
South Korea,2022,After,72,2.9,60-30-10,Udemy
France,2023,After,50,4.4,60-30-10,Skillshare
Mexico,2024,After,53,1.7,60-30-10,Skillshare
South Korea,2020,During,10,3.6,60-30-10,Tencent Classroom
Mexico,2020,During,23,4.9,60-30-10,Skillshare
UK,2022,After,83,1.9,60-30-10,LinkedIn Learning
Italy,2021,During,14,5.1,60-30-10,LinkedIn Learning
Italy,2020,During,84,4.9,60-30-10,Coursera
Russia,2018,Before,21,2.6,60-30-10,Unacademy
Brazil,2021,During,64,1.9,60-30-10,Udemy
Italy,2023,After,83,0.9,60-30-10,Skillshare
Japan,2017,Before,51,4.9,60-30-10,Tencent Classroom
Italy,2022,After,66,5.1,60-30-10,FutureLearn
Italy,2021,During,50,1.6,60-30-10,FutureLearn
Brazil,2017,Before,26,5.4,60-30-10,OpenLearning
Australia,2019,Before,82,2.5,60-30-10,Udemy
Australia,2018,Before,28,1.1,60-30-10,Alura
Brazil,2020,During,62,5.1,60-30-10,Unacademy
Australia,2021,During,71,2.2,60-30-10,Tencent Classroom
Italy,2024,After,59,3.8,60-30-10,Coursera
Mexico,2023,After,71,2.1,60-30-10,Tencent Classroom
Italy,2022,After,52,2.5,60-30-10,Unacademy
South Africa,2017,Before,42,4.5,60-30-10,FutureLearn
Japan,2021,During,81,5.2,60-30-10,Alura
Mexico,2021,During,57,2.8,60-30-10,Alura
UK,2021,During,80,5.1,60-30-10,Coursera
UK,2023,After,80,0.7,60-30-10,Alura
China,2023,After,87,1.5,60-30-10,Skillshare
Australia,2019,Before,55,2.9,60-30-10,Udemy
China,2018,Before,64,2.0,60-30-10,LinkedIn Learning
Brazil,2023,After,36,3.3,60-30-10,Skillshare
Mexico,2021,During,27,2.8,60-30-10,Skillshare
Brazil,2020,During,22,5.2,N/A,Unacademy
Germany,2021,During,82,2.6,60-30-10,Unacademy
South Africa,2019,Before,14,1.6,60-30-10,LinkedIn Learning
Mexico,2021,During,90,N/A,60-30-10,OpenLearning
UK,2023,After,63,2.8,60-30-10,Skillshare
Japan,2017,Before,13,2.0,60-30-10,Unacademy
UK,2020,During,38,2.9,60-30-10,Unacademy
China,2019,Before,58,1.0,60-30-10,Tencent Classroom
Japan,2024,After,58,3.5,60-30-10,FutureLearn
France,2017,Before,51,4.8,60-30-10,LinkedIn Learning
China,2020,During,73,4.4,60-30-10,Unacademy
Russia,2023,After,17,2.9,60-30-10,Skillshare
France,2019,Before,40,1.1,60-30-10,Skillshare
